15465160,440,367,1
73152222,492,70,1
2006782,589,212,1
134200178,522,137,1
220186248,519,109,1
7010369,511,141,1
15465160,440,367,2
73152222,492,70,2
2006782,589,212,2
134200178,522,137,2
220186248,519,109,2
7010369,511,141,2
15465160,440,367,3
73152222,492,71,3
2006782,589,212,3
134200178,522,136,3
220186248,519,109,3
7010369,512,141,3
15465160,441,367,4
73152222,493,71,4
2006782,589,212,4
134200178,522,136,4
220186248,519,109,4
7010369,512,141,4
15465160,441,367,5
73152222,493,72,5
2006782,589,212,5
134200178,523,137,5
220186248,519,109,5
7010369,512,141,5
15465160,440,367,6
73152222,493,72,6
2006782,589,212,6
134200178,523,137,6
220186248,520,110,6
7010369,513,141,6
15465160,441,367,7
73152222,493,72,7
2006782,589,212,7
134200178,523,137,7
220186248,520,110,7
7010369,513,141,7
15465160,441,367,8
73152222,493,72,8
2006782,589,212,8
134200178,522,137,8
220186248,521,110,8
7010369,512,141,8
15465160,441,367,9
73152222,493,71,9
2006782,589,212,9
134200178,523,137,9
220186248,520,110,9
7010369,512,141,9
15465160,441,367,10
73152222,493,72,10
2006782,588,212,10
134200178,523,138,10
220186248,521,110,10
7010369,512,141,10
15465160,440,367,11
73152222,493,72,11
2006782,589,212,11
134200178,523,137,11
220186248,521,111,11
7010369,512,141,11
15465160,441,367,12
73152222,493,72,12
2006782,588,212,12
134200178,523,137,12
220186248,521,110,12
7010369,512,141,12
15465160,441,368,13
73152222,493,72,13
2006782,589,212,13
134200178,523,137,13
220186248,521,110,13
7010369,513,142,13
15465160,441,368,14
73152222,493,72,14
2006782,588,212,14
134200178,523,137,14
220186248,521,110,14
7010369,513,142,14
15465160,442,368,15
73152222,493,72,15
2006782,588,213,15
134200178,523,138,15
220186248,521,109,15
7010369,513,142,15
15465160,441,368,16
73152222,493,73,16
2006782,588,213,16
134200178,523,137,16
220186248,521,109,16
7010369,514,143,16
15465160,442,368,17
73152222,492,71,17
2006782,588,213,17
134200178,523,138,17
220186248,520,109,17
7010369,514,143,17
15465160,441,368,18
