89198128,455,167,1
64163149,479,61,1
220135185,444,224,1
19682244,436,116,1
160245100,364,272,1
92109163,300,370,1
24077156,323,252,1
89198128,455,166,2
64163149,478,61,2
220135185,445,225,2
19682244,436,116,2
160245100,365,271,2
92109163,300,370,2
24077156,323,252,2
89198128,454,167,3
64163149,477,61,3
220135185,444,223,3
19682244,436,116,3
160245100,365,271,3
92109163,301,370,3
24077156,323,253,3
89198128,454,167,4
64163149,477,61,4
220135185,445,224,4
19682244,436,116,4
160245100,364,271,4
92109163,301,370,4
24077156,323,252,4
89198128,455,166,5
64163149,477,62,5
220135185,445,224,5
19682244,436,116,5
160245100,365,271,5
92109163,301,369,5
24077156,323,252,5
89198128,455,166,6
64163149,477,61,6
220135185,445,223,6
19682244,436,116,6
160245100,365,271,6
92109163,303,370,6
24077156,323,252,6
89198128,455,165,7
64163149,476,60,7
220135185,444,223,7
19682244,434,115,7
160245100,365,271,7
92109163,304,369,7
24077156,324,252,7
89198128,455,166,8
64163149,475,59,8
220135185,444,222,8
19682244,432,115,8
160245100,365,270,8
92109163,304,369,8
24077156,324,251,8
89198128,455,164,9
64163149,474,59,9
220135185,445,222,9
19682244,433,115,9
160245100,365,269,9
92109163,305,369,9
24077156,324,251,9
89198128,455,165,10
64163149,474,58,10
220135185,445,222,10
19682244,432,114,10
160245100,365,269,10
92109163,307,367,10
24077156,325,250,10
89198128,456,164,11
64163149,474,57,11
220135185,445,221,11
19682244,431,112,11
160245100,365,268,11
92109163,308,367,11
24077156,325,249,11
89198128,456,164,12
64163149,474,56,12
220135185,445,220,12
19682244,429,112,12
160245100,365,267,12
92109163,309,367,12
24077156,326,248,12
89198128,457,164,13
64163149,474,55,13
220135185,446,219,13
19682244,429,110,13
160245100,366,267,13
92109163,311,366,13
24077156,326,248,13
89198128,456,163,14
64163149,474,55,14
220135185,446,218,14
19682244,429,109,14
160245100,366,266,14
92109163,312,366,14
24077156,327,247,14
89198128,457,162,15
64163149,474,54,15
220135185,446,216,15
19682244,430,108,15
160245100,367,265,15
92109163,313,365,15
24077156,328,246,15
89198128,457,162,16
64163149,475,53,16
220135185,446,215,16
19682244,428,107,16
160245100,368,265,16
92109163,314,364,16
24077156,328,246,16
89198128,458,161,17
64163149,475,53,17
220135185,447,214,17
19682244,428,105,17
160245100,367,264,17
92109163,316,363,17
24077156,329,245,17
89198128,458,160,18
64163149,475,54,18
220135185,447,213,18
19682244,428,105,18
160245100,368,263,18
92109163,315,362,18
24077156,329,244,18
89198128,458,160,19
64163149,475,51,19
220135185,447,212,19
19682244,427,104,19
160245100,367,263,19
92109163,317,362,19
24077156,328,243,19
89198128,458,159,20
64163149,475,51,20
220135185,447,211,20
19682244,425,104,20
160245100,366,263,20
92109163,316,360,20
24077156,328,242,20
89198128,458,158,21
64163149,475,50,21
220135185,447,211,21
19682244,425,103,21
160245100,366,262,21
92109163,318,360,21
24077156,328,241,21
89198128,457,157,22
64163149,475,50,22
220135185,447,211,22
19682244,425,102,22
160245100,365,260,22
92109163,317,360,22
24077156,328,240,22
89198128,458,157,23
64163149,475,48,23
220135185,450,212,23
19682244,423,102,23
160245100,365,260,23
92109163,318,359,23
24077156,328,239,23
89198128,458,155,24
64163149,475,47,24
220135185,449,211,24
19682244,423,102,24
160245100,364,259,24
92109163,318,358,24
24077156,328,239,24
89198128,458,155,25
64163149,476,47,25
220135185,447,210,25
19682244,423,101,25
160245100,363,257,25
92109163,319,357,25
24077156,328,238,25
89198128,457,155,26
64163149,476,47,26
220135185,447,210,26
19682244,421,101,26
160245100,362,257,26
92109163,318,356,26
24077156,328,237,26
89198128,458,154,27
64163149,477,46,27
220135185,447,211,27
19682244,421,100,27
160245100,362,257,27
92109163,319,356,27
24077156,328,236,27
89198128,457,154,28
64163149,476,45,28
220135185,434,198,28
19682244,420,100,28
160245100,360,256,28
92109163,318,355,28
24077156,328,235,28
89198128,457,154,29
64163149,476,45,29
220135185,434,199,29
19682244,420,100,29
160245100,359,255,29
92109163,318,355,29
24077156,327,234,29
89198128,457,154,30
64163149,476,44,30
220135185,433,198,30
19682244,418,101,30
160245100,359,255,30
92109163,318,354,30
24077156,327,233,30
89198128,457,153,31
64163149,476,45,31
220135185,432,198,31
19682244,418,99,31
160245100,358,254,31
92109163,319,354,31
24077156,327,232,31
89198128,457,152,32
64163149,477,44,32
220135185,431,197,32
19682244,418,100,32
160245100,358,254,32
92109163,318,353,32
24077156,327,232,32
89198128,457,152,33
64163149,478,44,33
220135185,429,196,33
19682244,417,99,33
160245100,356,254,33
92109163,318,352,33
24077156,327,231,33
89198128,456,151,34
64163149,479,44,34
220135185,427,194,34
19682244,416,99,34
160245100,356,254,34
92109163,318,352,34
24077156,327,231,34
89198128,456,150,35
64163149,480,44,35
220135185,425,192,35
19682244,415,98,35
160245100,356,253,35
92109163,318,351,35
24077156,327,231,35
89198128,455,150,36
64163149,480,43,36
220135185,422,191,36
19682244,415,96,36
160245100,355,253,36
92109163,318,350,36
24077156,327,231,36
89198128,454,149,37
64163149,480,43,37
220135185,421,191,37
19682244,414,96,37
160245100,353,252,37
92109163,317,350,37
24077156,327,232,37
89198128,454,149,38
64163149,480,43,38
220135185,418,190,38
19682244,414,96,38
160245100,353,252,38
92109163,316,349,38
24077156,326,231,38
89198128,454,149,39
64163149,480,42,39
220135185,418,190,39
19682244,414,95,39
160245100,352,251,39
92109163,317,348,39
24077156,327,230,39
89198128,454,150,40
64163149,480,41,40
220135185,416,189,40
19682244,416,95,40
160245100,351,251,40
92109163,316,348,40
24077156,326,230,40
89198128,453,150,41
64163149,480,40,41
220135185,414,188,41
19682244,415,94,41
160245100,351,251,41
92109163,315,346,41
24077156,326,230,41
89198128,452,149,42
64163149,480,40,42
220135185,412,188,42
19682244,414,93,42
160245100,350,251,42
92109163,315,346,42
24077156,324,228,42
89198128,452,149,43
64163149,480,40,43
220135185,411,187,43
19682244,415,93,43
160245100,349,250,43
92109163,315,346,43
24077156,325,228,43
89198128,451,149,44
64163149,481,40,44
220135185,410,186,44
19682244,414,93,44
160245100,350,248,44
92109163,314,345,44
24077156,324,227,44
89198128,451,148,45
64163149,480,39,45
220135185,406,185,45
19682244,414,94,45
160245100,349,249,45
92109163,313,344,45
24077156,323,227,45
89198128,450,148,46
64163149,481,39,46
220135185,406,184,46
19682244,414,93,46
160245100,349,247,46
92109163,312,343,46
24077156,323,226,46
89198128,450,148,47
64163149,480,39,47
220135185,401,182,47
19682244,416,93,47
160245100,349,246,47
92109163,311,343,47
24077156,322,225,47
89198128,450,149,48
64163149,481,39,48
220135185,400,182,48
19682244,415,93,48
160245100,349,245,48
92109163,310,342,48
24077156,322,225,48
89198128,450,146,49
64163149,480,39,49
220135185,398,182,49
19682244,415,94,49
160245100,349,246,49
92109163,311,342,49
24077156,321,223,49
89198128,449,146,50
64163149,479,39,50
220135185,395,182,50
19682244,416,91,50
160245100,348,246,50
92109163,309,342,50
24077156,321,223,50
89198128,449,146,51
64163149,479,38,51
220135185,394,180,51
19682244,416,91,51
160245100,348,246,51
92109163,308,341,51
24077156,322,223,51
89198128,449,146,52
64163149,479,38,52
220135185,392,180,52
19682244,416,90,52
160245100,349,245,52
92109163,307,341,52
24077156,321,221,52
89198128,448,145,53
64163149,478,37,53
220135185,391,179,53
19682244,416,90,53
160245100,348,246,53
92109163,306,342,53
24077156,322,222,53
89198128,448,146,54
64163149,478,36,54
220135185,389,178,54
19682244,418,90,54
160245100,348,245,54
92109163,304,340,54
24077156,323,221,54
89198128,448,145,55
64163149,478,36,55
220135185,386,178,55
19682244,417,90,55
160245100,348,245,55
92109163,303,341,55
24077156,324,221,55
89198128,446,145,56
64163149,477,36,56
220135185,385,178,56
19682244,418,89,56
160245100,348,245,56
92109163,301,339,56
24077156,323,221,56
89198128,446,147,57
64163149,476,36,57
220135185,383,177,57
19682244,418,89,57
160245100,348,246,57
92109163,300,339,57
24077156,323,220,57
89198128,447,147,58
64163149,475,36,58
220135185,383,178,58
19682244,419,88,58
160245100,348,246,58
92109163,299,338,58
24077156,324,220,58
89198128,445,147,59
64163149,474,35,59
220135185,382,178,59
19682244,419,88,59
160245100,348,245,59
92109163,298,338,59
24077156,323,218,59
89198128,444,146,60
64163149,474,35,60
220135185,380,178,60
19682244,420,89,60
160245100,347,246,60
92109163,297,338,60
24077156,323,218,60
89198128,444,146,61
64163149,474,35,61
220135185,380,177,61
19682244,420,89,61
160245100,347,245,61
92109163,296,337,61
24077156,323,218,61
89198128,444,145,62
64163149,473,34,62
220135185,379,177,62
19682244,422,90,62
160245100,347,245,62
92109163,295,337,62
24077156,322,218,62
89198128,445,145,63
64163149,472,34,63
220135185,378,176,63
19682244,424,90,63
160245100,347,245,63
92109163,295,337,63
24077156,322,217,63
89198128,442,146,64
64163149,471,34,64
220135185,378,174,64
19682244,424,89,64
160245100,347,245,64
92109163,293,337,64
24077156,322,217,64
89198128,443,146,65
64163149,470,33,65
220135185,377,174,65
19682244,425,90,65
160245100,347,244,65
92109163,293,336,65
24077156,320,216,65
89198128,444,147,66
64163149,470,33,66
220135185,376,174,66
19682244,425,89,66
160245100,347,245,66
92109163,292,336,66
24077156,320,216,66
89198128,440,145,67
64163149,469,32,67
220135185,376,173,67
19682244,427,89,67
160245100,347,244,67
92109163,290,335,67
24077156,320,217,67
89198128,441,146,68
64163149,467,32,68
220135185,376,172,68
19682244,427,88,68
160245100,347,244,68
92109163,289,335,68
24077156,319,216,68
89198128,440,146,69
64163149,467,31,69
220135185,376,172,69
19682244,427,87,69
160245100,347,244,69
92109163,288,335,69
24077156,318,215,69
89198128,440,145,70
64163149,466,31,70
220135185,375,172,70
19682244,428,88,70
160245100,347,243,70
92109163,288,334,70
24077156,318,215,70
89198128,440,145,71
64163149,465,32,71
220135185,375,171,71
19682244,430,87,71
160245100,347,243,71
92109163,286,333,71
24077156,317,214,71
89198128,441,144,72
64163149,464,31,72
220135185,375,171,72
19682244,430,86,72
160245100,346,243,72
92109163,285,333,72
24077156,316,214,72
89198128,440,142,73
64163149,462,30,73
220135185,375,170,73
19682244,430,87,73
160245100,346,243,73
92109163,285,333,73
24077156,315,212,73
89198128,439,142,74
64163149,461,30,74
220135185,374,170,74
19682244,431,87,74
160245100,346,242,74
92109163,283,332,74
24077156,314,211,74
89198128,439,143,75
64163149,460,30,75
220135185,374,169,75
19682244,432,87,75
160245100,345,242,75
92109163,282,330,75
24077156,313,210,75
89198128,439,141,76
64163149,459,29,76
220135185,374,169,76
19682244,433,86,76
160245100,345,241,76
92109163,281,330,76
24077156,314,210,76
89198128,438,142,77
64163149,457,28,77
220135185,374,168,77
19682244,433,86,77
160245100,345,240,77
92109163,279,330,77
24077156,313,209,77
89198128,438,140,78
64163149,457,28,78
220135185,374,167,78
19682244,434,85,78
160245100,345,240,78
92109163,279,329,78
24077156,313,208,78
89198128,438,140,79
64163149,457,28,79
220135185,375,167,79
19682244,435,85,79
160245100,344,239,79
92109163,278,329,79
24077156,312,208,79
89198128,438,140,80
64163149,456,27,80
220135185,375,168,80
19682244,435,85,80
160245100,344,239,80
92109163,276,328,80
24077156,312,208,80
89198128,435,140,81
64163149,455,28,81
220135185,376,166,81
19682244,435,84,81
160245100,343,239,81
92109163,275,329,81
24077156,312,207,81
89198128,435,139,82
64163149,453,28,82
220135185,376,166,82
19682244,436,84,82
160245100,342,239,82
92109163,273,328,82
24077156,312,207,82
89198128,436,139,83
64163149,452,28,83
220135185,377,166,83
19682244,436,84,83
160245100,342,238,83
92109163,273,328,83
24077156,311,206,83
89198128,436,138,84
64163149,451,27,84
220135185,377,164,84
19682244,437,83,84
160245100,342,238,84
92109163,272,327,84
24077156,310,205,84
89198128,435,138,85
64163149,450,27,85
220135185,378,163,85
19682244,437,83,85
160245100,341,237,85
92109163,271,326,85
24077156,310,205,85
89198128,435,138,86
64163149,449,26,86
220135185,380,162,86
19682244,438,83,86
160245100,341,237,86
92109163,270,327,86
24077156,310,205,86
89198128,433,138,87
64163149,450,25,87
220135185,381,161,87
19682244,438,83,87
160245100,339,236,87
92109163,269,327,87
24077156,310,204,87
89198128,433,136,88
64163149,449,26,88
220135185,382,162,88
19682244,438,84,88
160245100,339,236,88
92109163,268,326,88
24077156,309,203,88
89198128,433,136,89
64163149,449,24,89
220135185,384,161,89
19682244,439,84,89
160245100,338,235,89
92109163,266,325,89
24077156,307,201,89
89198128,433,135,90
64163149,448,24,90
220135185,384,161,90
19682244,438,84,90
160245100,337,234,90
92109163,264,325,90
24077156,307,201,90
89198128,433,135,91
64163149,447,23,91
220135185,385,161,91
19682244,438,83,91
160245100,336,233,91
92109163,262,324,91
24077156,307,201,91
89198128,433,133,92
64163149,447,24,92
220135185,386,162,92
19682244,438,83,92
160245100,336,233,92
92109163,260,324,92
24077156,307,201,92
89198128,433,134,93
64163149,448,23,93
220135185,387,161,93
19682244,438,82,93
160245100,336,231,93
92109163,260,325,93
24077156,306,201,93
89198128,431,133,94
64163149,448,21,94
220135185,388,161,94
19682244,438,82,94
160245100,336,230,94
92109163,257,324,94
24077156,306,201,94
89198128,431,133,95
64163149,447,22,95
220135185,389,161,95
19682244,438,81,95
160245100,335,230,95
92109163,256,323,95
24077156,306,200,95
89198128,431,131,96
64163149,448,21,96
220135185,390,160,96
19682244,437,81,96
160245100,334,229,96
92109163,255,323,96
24077156,305,200,96
89198128,431,132,97
64163149,448,20,97
220135185,392,160,97
19682244,436,81,97
160245100,333,228,97
92109163,252,322,97
24077156,305,199,97
89198128,431,131,98
64163149,448,19,98
220135185,395,160,98
19682244,434,80,98
160245100,333,228,98
92109163,251,321,98
24077156,304,198,98
89198128,431,131,99
64163149,448,19,99
220135185,395,159,99
19682244,434,80,99
160245100,332,227,99
92109163,249,321,99
24077156,304,197,99
89198128,430,130,100
64163149,448,18,100
220135185,398,161,100
19682244,434,80,100
160245100,331,226,100
92109163,248,321,100
24077156,304,198,100
89198128,430,130,101
64163149,448,18,101
220135185,398,159,101
19682244,433,80,101
160245100,331,226,101
92109163,247,320,101
24077156,302,196,101
89198128,428,128,102
64163149,448,17,102
220135185,399,159,102
19682244,432,79,102
160245100,331,225,102
92109163,246,320,102
24077156,303,197,102
89198128,429,129,103
64163149,448,17,103
220135185,400,159,103
19682244,432,79,103
160245100,331,225,103
92109163,244,320,103
24077156,303,196,103
89198128,429,128,104
64163149,448,16,104
220135185,401,159,104
19682244,432,79,104
160245100,331,225,104
92109163,243,319,104
24077156,303,195,104
89198128,429,126,105
64163149,448,16,105
220135185,401,157,105
19682244,431,79,105
160245100,331,223,105
92109163,242,319,105
24077156,302,195,105
89198128,430,127,106
64163149,448,16,106
220135185,402,157,106
19682244,431,79,106
160245100,331,223,106
92109163,242,319,106
24077156,303,195,106
89198128,428,128,107
64163149,447,15,107
220135185,403,156,107
19682244,431,79,107
160245100,331,223,107
92109163,239,319,107
24077156,302,194,107
89198128,428,127,108
64163149,448,15,108
220135185,404,156,108
19682244,430,80,108
160245100,330,222,108
92109163,239,319,108
24077156,302,194,108
89198128,429,126,109
64163149,448,15,109
220135185,404,156,109
19682244,430,80,109
160245100,331,222,109
92109163,238,318,109
24077156,301,193,109
89198128,428,126,110
64163149,448,15,110
220135185,405,156,110
19682244,429,80,110
160245100,329,221,110
92109163,236,318,110
24077156,301,193,110
89198128,428,125,111
